,words,labels
216,the historical landmark in baltimore maryland tell the story of its past,O O O O U-CITY U-STATE O O O O O O
217,flash flood in maryland ellicott city destroy again person have to be on road to get to gm i think ppd,O O O U-STATE B-CITY L-CITY O O O O O O O O O O O O O O O
218,30 p m for portion of baltimore howard county in maryland the bad of the rain have be south of the warning area plus the storm be move east at 30 mph and not sit in place mdwx,O O O O O O U-CITY U-COUNTY O O U-STATE O O O O O O O O O O O O O O O O O O O O O O O O O O O
219,flash flood rip through ellicott city maryland on sunday topple building and upend car as the nearby patapsco river swell to a record breaking level the devastation come barely two year after the last flood that ravage the city,O O O O B-CITY L-CITY U-STATE O O O O O O O O O O B-NATURAL L-NATURAL O O O O O O O O O O O O O O O O O O O U-CITY
220,catastrophic flash flood hit outside baltimore crew conduct water rescue source a state of emergency be declare in maryland on sunday as catastrophic flash flood and,O O O O O U-CITY O O O O O O O O O O O O U-STATE O O O O O O O
221,ellicott be a popular spot for outdoor festival and event,U-CITY O O O O O O O O O
222,the scenic spot in ellicott city baltimore maryland be perfect for photography,O O O O B-CITY I-CITY L-CITY U-STATE O O O O
223,the park and garden in usa offer a peaceful retreat,O O O O O U-COUNTRY O O O O
224,many tourist visit ellicott maryland every year,O O O U-CITY U-STATE O O
225,ellicott city maryland be brace for more rain and the possibility of more flooding as storm approach,B-CITY L-CITY U-STATE O O O O O O O O O O O O O O
226,marylands ellicott city inundate by flash flood crew conduct water rescue,U-STATE B-CITY L-CITY O O O O O O O O
227,what the heck news unreport flooding in maryland usa crazy flooding 9,O O O O O O O U-STATE U-COUNTRY O O O
228,drone video show devastation in wake of flash flood that hit ellicott city maryland after the neighborhood see 84 inch of rain in just a few hour early this week,O O O O O O O O O O O B-CITY L-CITY U-STATE O O O O O O O O O O O O O O O O
229,timely info from sustainable maryland on the recent flood in maryland and why wed well get proactive in our planning risk assessment township of monroe sustainable jersey rutgers,O O O O U-STATE O O O O O U-STATE O O O O O O O O O O O B-OTHER I-OTHER L-OTHER O U-OTHER O
230,ellicott have a rich musical heritage,U-CITY O O O O O
231,in the aftermath of this weekend historic flooding in ellicott city maryland verizon be waiv billing bring in additional network equipment and offer free device charging,O O O O O O O O O B-CITY L-CITY U-STATE O O O O O O O O O O O O O O
232,the public transportation system in virginia maryland be very efficient,O O O O O B-STATE L-STATE O O O
233,maryland weather flooding threat diminish for now but more rain still in forecast through sunday baltimore sun blog via sun,U-STATE O O O O O O O O O O O O O O U-CITY O O O O
234,some location that may experience flooding include leesburg lansdowne purcellville middlebu oatlands belmont hamilton saint louis paeonian springs gleedsville waterford lucketts aldie philomont lincoln and hughesville,O O O O O O O B-CITY I-CITY L-CITY O B-CITY I-CITY I-CITY I-CITY I-CITY I-CITY I-CITY I-CITY I-CITY I-CITY I-CITY I-CITY L-CITY O U-CITY
235,severe t storm warning for frederick county in maryland damaging wind and flash flooding be the main threat get ready libertytown wusa9weather,O O O O O U-COUNTY O O U-STATE O O O O O O O O O O O U-CITY O
236,light to sometimes moderate rain finally move into the beltway area and downtown dc between now and midnight heavy storm be in northern maryland move into pennsylvania,O O O O O O O O O O O O O O O O O O O O O O O U-STATE O O U-STATE
237,the cafe in iowa maryland hawaii have a unique charm,O O O B-STATE I-STATE L-STATE O O O O
238,ellicott city maryland be famous for its festival,B-CITY L-CITY U-STATE O O O O O
239,ellicott city maryland be home to several world class museum,B-CITY L-CITY U-STATE O O O O O O O
240,you can find many museum in ellicott,O O O O O O U-CITY
241,salisbury maryland be famous for its traditional craft,O O O O O O O O
242,flood warning issue for part of prince georges and charles county in maryland flash flooding report in pg county,O O O O O O B-COUNTY L-COUNTY O B-COUNTY L-COUNTY O U-STATE O O O O B-COUNTY L-COUNTY
243,flash flood warning in effect for part of maryland here a view of the heavy rain pound baltimore be track the system wjz weatheralert,O O O O O O O O U-STATE O O O O O O O O U-CITY O O O O O O
244,the natural landscape in baltimore be breathtaking,O O O O U-CITY O O
245,mpd 0261 se pennsylvania n delaware into maryland dc cntrl e virginia flash flooding possible valid til 0510 a m edt additional flash flooding will be possible over the next few hour a additional 2 4 in will be possible on top of saturated soils,O O O U-STATE O U-STATE O U-STATE O O O U-STATE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
246,mpd 0263 n e cntrl virginia dc maryland delaware flash flooding poss valid til 0400 p m edt combo of deep tropical moisture surface frontal boundary low level circulation will support localiced area of flash flooding into the afternoon wrn,O O O O O B-STATE I-STATE I-STATE L-STATE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
247,the natural beauty of ellicott city spain germany oman maryland attract many photographer,O O O O B-CITY L-CITY B-COUNTRY I-COUNTRY L-COUNTRY U-STATE O O O
248,omg no more the national weather service warn of potential flooding throughout central maryland on sunday include in howard county where heavy rain cause a devastating flood in old ellicott city last weekend,O O O O O O O O O O O O O U-STATE O O O O B-COUNTY L-COUNTY O O O O O O O O O B-CITY L-CITY O O
249,ellicott city maryland be a key player in the regional economy,B-CITY L-CITY U-STATE O O O O O O O O
250,a bat fan friend of mine lose 80 of his possession in the ellicott city maryland flooding a week ago this area be declare a national disaster area his renter insurance be not go to cover the ten of thousand of,O O O O O O O O O O O O O B-CITY L-CITY U-STATE O O O O O O O O O O O O O O O O O O O O O O O O O
251,person in marriottsville be very friendly,O O O O O O
252,drive rain lead to dangerous flood in the mid atlantic on sunday add to the weather misery across the sodden region flood warning be in effect sunday in maryland virginia west virginia and washington,O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-STATE I-STATE I-STATE L-STATE O U-STATE
253,maryland department of transportation mdot state highway administration sha report all eastbound and westbound lane on us 50 at kenilworth avenue md 201 in prince georges county md be close due to flooding,U-STATE O O O O O O O O O O O O O O O O O O O O O O O U-COUNTY O O O O O O O O
254,route 50 remains close for high water in cheverly maryland a rescue team be on its way to help a person stick in a car in the westbound lane,O O O O O O O O U-CITY U-STATE O O O O O O O O O O O O O O O O O O O
255,ellicott city md wjz last sunday heavy down pour cause major flooding in both howard and baltimore counties main street in ellicott city be slam by the deluge that lead to the death of a maryland national via,B-CITY L-CITY O O O O O O O O O O O O O O U-CITY O O O O B-CITY L-CITY O O O O O O O O O O O O U-STATE O O
256,baltimore wjz even though the rain stop flood warning continue to be in effect for portion of maryland the national weather service warn many river may still be in danger of overflow the flood warning in west via,U-CITY O O O O O O O O O O O O O O O O U-STATE O O O O O O O O O O O O O O O O O O O O
257,still much flooding in maryland virginia and west virginia stay safe,O O O O B-STATE L-STATE O O U-STATE O O
258,a look at the devastating flooding from ellicott city maryland and how a thousand year flood can happen again only 2 year apart,O O O O O O O B-CITY L-CITY U-STATE O O O O O O O O O O O O O
259,weekend flooding close road in virginia maryland state of emergency in 8 west virginia counties the weather channel,O O O O O B-STATE L-STATE O O O O O B-STATE L-STATE O O O O
260,maryland state flag and flag of howard county at half staff until the burial of national guard sgt eddison hermond who be sweep away by the ellicott city flood while try to help a pet store owner ecstrong ecflood,U-STATE O O O O O B-COUNTY L-COUNTY O O O O O O O O O O O O O O O O O O B-CITY L-CITY O O O O O O O O O O O
261,the bridge over the little patuxtent in laurel maryland have be destroy by the area flooding,O O O O O O O U-CITY U-STATE O O O O O O O
262,rt steven_sager damage road down tree in near carroll due to saturate rain,O O O O O O O O U-CITY O O O O
263,ocean city missing person search take to water official via,B-CITY L-CITY O O O O O O O O
264,ellicott maryland be home to several world class museum,U-CITY U-STATE O O O O O O O
265,maryland be know for its scenic view and natural beauty,U-STATE O O O O O O O O O
266,ellicott maryland be a top destination for cultural tourism,U-CITY U-STATE O O O O O O O
267,the art gallery in maryland be worth a visit,O O O O U-STATE O O O O
268,the weather in maryland be quite unpredictable,O O O U-STATE O O O
269,who we partner with heavily after hurricane harvey be on site in maryland to provide much need relief and supplies continue to pray for the community impact by this recent flooding,O O O O O O O O O O O O U-STATE O O O O O O O O O O O O O O O O O O
270,thanks to our friend partner we be able to help purchase a new semi truck this will make it even easy to provide much need relief supplies follow disaster currently they be on site in maryland help the community that impact by flooding,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O U-STATE O O O O O O O
271,virginia maryland have a vibrant community of artist and performer,B-STATE L-STATE O O O O O O O O
272,the local history and tradition in maryland be well preserve,O O O O O O U-STATE O O O
273,baltimore maryland have a unique architectural style,U-CITY U-STATE O O O O O
274,one person miss after flash flooding hit ellicott city maryland trending vid,O O O O O O O B-CITY L-CITY U-STATE O O
275,national guardsman miss after monstrous flood sink maryland town,O O O O O O O U-STATE O
276,three person be hospitalize more be injure and eight young person be in police custody after a disturbance at a maryland juvenile treatment center that the state have single out for,O O O O O O O O O O O O O O O O O O O O U-STATE O O O O O O O O O O
277,united help incorporate mcpeeks help hand and terri mcpeeks pet rescue united help incorporated be a maryland domestic 501c3 tax status youth guidance program design to curb drug addiction and,O O O O O O O O O O O O O O O O U-STATE O O O O O O O O O O O O O
